Industry21,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Other Services (except Public Administration)       ,0,,Black/African American only,Less than High School,27,530,64651,530
Other Services (except Public Administration)       ,0,,Black/African American only,High School,27,1522,209809,1522
Other Services (except Public Administration)       ,0,,Black/African American only,Some College,27,1788,228757,1788
Other Services (except Public Administration)       ,0,,Black/African American only,Bachelors Degree or more,27,1011,118268,1011
Other Services (except Public Administration)       ,0,,Asian only,Less than High School,27,834,89846,834
Other Services (except Public Administration)       ,0,,Asian only,High School,27,1018,128337,1018
Other Services (except Public Administration)       ,0,,Asian only,Some College,27,1013,117216,1013
Other Services (except Public Administration)       ,0,,Asian only,Bachelors Degree or more,27,1104,116586,1104
Other Services (except Public Administration)       ,0,,Some other race(s),Less than High School,27,1369,179327,1369
Other Services (except Public Administration)       ,0,,Some other race(s),High School,27,1360,173735,1360
Other Services (except Public Administration)       ,0,,Some other race(s),Some College,27,1275,151951,1275
Other Services (except Public Administration)       ,0,,Some other race(s),Bachelors Degree or more,27,572,62045,572
Other Services (except Public Administration)       ,1,,White only,Less than High School,27,590,57854,590
Other Services (except Public Administration)       ,1,,White only,High School,27,1358,129379,1358
Other Services (except Public Administration)       ,1,,White only,Some College,27,1270,116971,1270
Other Services (except Public Administration)       ,1,,White only,Bachelors Degree or more,27,773,66130,773
Other Services (except Public Administration)       ,1,,Black/African American only,Less than High School,27,143,12213,143
Other Services (except Public Administration)       ,1,,Black/African American only,High School,27,181,18052,181
Other Services (except Public Administration)       ,1,,Black/African American only,Some College,27,154,17203,154
Other Services (except Public Administration)       ,1,,Black/African American only,Bachelors Degree or more,27,67,6686,67
Other Services (except Public Administration)       ,1,,Asian only,Less than High School,27,41,4201,41
Other Services (except Public Administration)       ,1,,Asian only,High School,27,37,3506,37
Other Services (except Public Administration)       ,1,,Asian only,Some College,27,35,3744,35
Other Services (except Public Administration)       ,1,,Asian only,Bachelors Degree or more,27,35,3147,35
Other Services (except Public Administration)       ,1,,Some other race(s),Less than High School,27,105,11814,105
Other Services (except Public Administration)       ,1,,Some other race(s),High School,27,99,12237,99
Other Services (except Public Administration)       ,1,,Some other race(s),Some College,27,102,10847,102
Other Services (except Public Administration)       ,1,,Some other race(s),Bachelors Degree or more,27,43,4471,43
Public Administration,0,,White only,Less than High School,27,696,67751,696
Public Administration,0,,White only,High School,27,8674,809454,8674
Public Administration,0,,White only,Some College,27,19000,1844379,19000
Public Administration,0,,White only,Bachelors Degree or more,27,22279,2077830,22279
Public Administration,0,,Black/African American only,Less than High School,27,242,26651,242
Public Administration,0,,Black/African American only,High School,27,1506,180876,1506
Public Administration,0,,Black/African American only,Some College,27,3418,410393,3418
Public Administration,0,,Black/African American only,Bachelors Degree or more,27,3420,392163,3420
Public Administration,0,,Asian only,Less than High School,27,71,6972,71
Public Administration,0,,Asian only,High School,27,170,17034,170
Public Administration,0,,Asian only,Some College,27,596,59212,596
Public Administration,0,,Asian only,Bachelors Degree or more,27,1693,161746,1693
Public Administration,0,,Some other race(s),Less than High School,27,196,17340,196
Public Administration,0,,Some other race(s),High School,27,786,68308,786
Public Administration,0,,Some other race(s),Some College,27,1690,162379,1690
Public Administration,0,,Some other race(s),Bachelors Degree or more,27,1234,124276,1234
Public Administration,1,,White only,Less than High School,27,164,14221,164
Public Administration,1,,White only,High School,27,790,67017,790
Public Administration,1,,White only,Some College,27,1459,130465,1459
Public Administration,1,,White only,Bachelors Degree or more,27,1162,99499,1162
Public Administration,1,,Black/African American only,Less than High School,27,60,4664,60
Public Administration,1,,Black/African American only,High School,27,138,12952,138
Public Administration,1,,Black/African American only,Some College,27,261,29224,261
Public Administration,1,,Black/African American only,Bachelors Degree or more,27,207,19852,207
Public Administration,1,,Asian only,Less than High School,27,3,231,3
Public Administration,1,,Asian only,High School,27,8,1029,8
Public Administration,1,,Asian only,Some College,27,29,3286,29
Public Administration,1,,Asian only,Bachelors Degree or more,27,63,5478,63
Public Administration,1,,Some other race(s),Less than High School,27,31,2632,31
Public Administration,1,,Some other race(s),High School,27,71,5677,71
Public Administration,1,,Some other race(s),Some College,27,179,13371,179
Public Administration,1,,Some other race(s),Bachelors Degree or more,27,94,7826,94
Active Duty Military,0,,White only,Less than High School,27,41,3910,41
Active Duty Military,0,,White only,High School,27,2161,191674,2161
Active Duty Military,0,,White only,Some College,27,3391,318663,3391
Active Duty Military,0,,White only,Bachelors Degree or more,27,2102,188870,2102
Active Duty Military,0,,Black/African American only,Less than High School,27,14,1203,14
Active Duty Military,0,,Black/African American only,High School,27,379,39381,379
Active Duty Military,0,,Black/African American only,Some College,27,612,63207,612
Active Duty Military,0,,Black/African American only,Bachelors Degree or more,27,294,31598,294
Active Duty Military,0,,Asian only,Less than High School,27,4,466,4
Active Duty Military,0,,Asian only,High School,27,73,5672,73
Active Duty Military,0,,Asian only,Some College,27,145,13078,145
Active Duty Military,0,,Asian only,Bachelors Degree or more,27,108,10230,108
Active Duty Military,0,,Some other race(s),Less than High School,27,8,700,8
Active Duty Military,0,,Some other race(s),High School,27,230,20273,230
Active Duty Military,0,,Some other race(s),Some College,27,440,43432,440
Active Duty Military,0,,Some other race(s),Bachelors Degree or more,27,119,12321,119
Active Duty Military,1,,White only,Less than High School,27,3,457,3
Active Duty Military,1,,White only,High School,27,93,8577,93
Active Duty Military,1,,White only,Some College,27,180,16449,180
Active Duty Military,1,,White only,Bachelors Degree or more,27,60,5942,60
Active Duty Military,1,,Black/African American only,Less than High School,27,1,59,1
Active Duty Military,1,,Black/African American only,High School,27,9,570,9
Active Duty Military,1,,Black/African American only,Some College,27,27,2499,27
Active Duty Military,1,,Black/African American only,Bachelors Degree or more,27,4,688,4
Active Duty Military,1,,Asian only,High School,27,2,120,2
Active Duty Military,1,,Asian only,Some College,27,1,362,1
Active Duty Military,1,,Asian only,Bachelors Degree or more,27,2,192,2
Active Duty Military,1,,Some other race(s),Less than High School,27,2,467,2
Active Duty Military,1,,Some other race(s),High School,27,13,1088,13
Active Duty Military,1,,Some other race(s),Some College,27,33,2767,33
Active Duty Military,1,,Some other race(s),Bachelors Degree or more,27,6,726,6
"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",0,0,,,28,5110,477666,5110
"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",0,1,,,28,23629,2156049,23629
"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",1,0,,,28,367,32054,367
"Agriculture, Forestry, Fishing, Hunting, Mining/Extraction",1,1,,,28,2011,163072,2011
Utilities,0,0,,,28,2623,255999,2623
Utilities,0,1,,,28,9762,920616,9762
Utilities,1,0,,,28,144,13528,144
Utilities,1,1,,,28,601,51971,601
Construction         ,0,0,,,28,7566,776485,7566
Construction         ,0,1,,,28,68134,7622281,68134
Construction         ,1,0,,,28,461,43715,461
Construction         ,1,1,,,28,4515,447959,4515
Manufacturing,0,0,,,28,40968,4182266,40968
Manufacturing,0,1,,,28,100716,10199898,100716
Manufacturing,1,0,,,28,2560,233985,2560
Manufacturing,1,1,,,28,6833,623328,6833
Wholesale Trade,0,0,,,28,10992,1106373,10992
Wholesale Trade,0,1,,,28,25034,2615749,25034
Wholesale Trade,1,0,,,28,571,52256,571
Wholesale Trade,1,1,,,28,1536,140551,1536
Retail Trade,0,0,,,28,70788,7654668,70788
Retail Trade,0,1,,,28,70649,7844409,70649
Retail Trade,1,0,,,28,5243,506083,5243
Retail Trade,1,1,,,28,5417,543118,5417
"Transportation, Warehousing & Storage",0,0,,,28,12777,1313490,12777
"Transportation, Warehousing & Storage",0,1,,,28,38620,4141328,38620
"Transportation, Warehousing & Storage",1,0,,,28,930,88100,930
"Transportation, Warehousing & Storage",1,1,,,28,2851,272544,2851
Information,0,0,,,28,11897,1209006,11897
Information,0,1,,,28,16191,1695813,16191
Information,1,0,,,28,710,67405,710
Information,1,1,,,28,806,80054,806
"Finance, Insurance",0,0,,,28,37304,3817517,37304
"Finance, Insurance",0,1,,,28,26534,2754218,26534
"Finance, Insurance",1,0,,,28,1690,156947,1690
"Finance, Insurance",1,1,,,28,1129,108411,1129
"Real Estate, Rental & Leasing",0,0,,,28,11234,1166663,11234
"Real Estate, Rental & Leasing",0,1,,,28,12330,1338299,12330
"Real Estate, Rental & Leasing",1,0,,,28,761,75895,761
"Real Estate, Rental & Leasing",1,1,,,28,1008,101817,1008
"Professional, Scientific, Management",0,0,,,28,41126,4112939,41126
"Professional, Scientific, Management",0,1,,,28,52028,5254620,52028
"Professional, Scientific, Management",1,0,,,28,1850,173365,1850
"Professional, Scientific, Management",1,1,,,28,2476,226487,2476
Administrative & Waste Management Services,0,0,,,28,19703,2205931,19703
Administrative & Waste Management Services,0,1,,,28,30044,3554463,30044
Administrative & Waste Management Services,1,0,,,28,1607,165446,1607
Administrative & Waste Management Services,1,1,,,28,2672,273578,2672
Educational Services,0,0,,,28,94426,8736876,94426
Educational Services,0,1,,,28,42300,4034176,42300
Educational Services,1,0,,,28,4627,411825,4627
Educational Services,1,1,,,28,2556,230676,2556
Health Care,0,0,,,28,117693,12097186,117693
Health Care,0,1,,,28,34094,3517338,34094
Health Care,1,0,,,28,7150,698312,7150
Health Care,1,1,,,28,2336,228484,2336
Social Assistance Services,0,0,,,28,25062,2586595,25062
Social Assistance Services,0,1,,,28,4284,457389,4284
Social Assistance Services,1,0,,,28,2482,231085,2482
Social Assistance Services,1,1,,,28,1204,93054,1204
